ID1_prev,ID2,SOI2,mprr
0.7046003,0.6376372,-94.50638,6.416626
0.734,0.888,-41.5,9.840565
0.64468616,0.62418836,-32.81627,3.1948853
0.73547703,0.36411512,-29.212246,5.9178543
0.7,0.9,-79.3,8.843079
0.7554962,0.6922582,-64.6219,3.3835602
0.72781557,0.4076099,-27.29152,6.3087273
0.76599044,0.46583268,-60.09855,5.8234406
0.8113749,0.41541284,-77.5093,9.018173
0.7501513,0.77940565,-72.445946,10.851612
0.8046328,0.7557549,-55.836197,9.382343
0.7413588,0.41754392,-68.882935,4.044037
0.70669305,0.50230825,-114.44555,5.2843285
0.795628,0.36715788,-32.049664,9.045296
0.75235337,0.5973017,-116.71247,10.48769
0.6979825,0.48524687,-17.3367,7.939911
0.73493844,0.5076109,-25.930523,8.546524
0.697,0.94,-76.0,9.018269
0.6497767,0.8149034,-110.24343,6.3492393
0.7854406,0.28603908,-98.623,6.9288254
0.7707592,0.7935817,-64.132835,8.54641
0.7955923,0.28092578,-100.28118,8.694744
0.751104,0.30333403,-93.01445,5.4190063
0.67721146,0.84793323,-119.36221,8.964386
0.7502682,0.77989,-75.69653,11.242619
0.6937006,0.59590155,-137.93254,9.031773
0.7971197,0.22348,-74.82795,6.578369
0.715,0.45,-13.7,9.085751
0.7738536,0.7843485,-44.310776,9.287853
0.69496894,0.66581076,-40.262856,4.3001747
0.8167096,0.413066,-44.66342,9.517117
0.7545979,0.5929419,-116.53162,10.258427
0.73719364,0.5404393,-120.27421,7.023239
0.69989884,0.7037483,-112.921196,8.479061
0.6931301,0.65221804,-91.861,5.2438545
0.6741072,0.7693961,-59.609207,3.639698
0.4895208,0.5607145,-81.38168,1.4019775
0.72343004,0.7308059,-44.79109,5.32465
0.72907615,0.5971588,-115.69647,9.382248
0.785,0.324,-35.0,8.357849
0.7463013,0.7917001,-89.21217,8.775597
0.6778874,0.40329242,-111.569435,3.23534
0.64858884,0.96267647,-56.76871,7.131119
0.665,0.79,-120.0,11.10775
0.76392746,0.6784739,-97.37297,10.487633
0.71915215,0.7692694,-102.95378,9.934998
0.7239396,0.39038798,-16.985157,6.376114
0.7200804,0.75816065,-65.85912,5.9044456
0.79141515,0.70437473,-34.813873,8.84304
0.70023745,0.495,-99.2,9.031773
0.726263,0.36240473,-88.23908,4.192295
0.7118916,0.2694996,-97.07798,3.1544113
0.84761643,0.49050495,-69.3275,9.8810005
0.6752923,0.76941466,-101.16997,7.9938507
0.7354598,0.42795062,-119.76079,6.5515137
0.7898713,0.29761806,-28.736456,8.640823
0.81123966,0.3282022,-25.77465,9.153175
0.652,0.0,-27.4,8.425179
0.698819,0.64867955,-111.776886,7.7106667
0.7466991,0.60667837,-119.33484,10.110245
0.6897422,0.12755689,-81.891464,3.14085
0.7139535,0.7106867,-112.13741,8.465614
0.6906328,0.193654,-49.00896,3.1813622
0.78562677,0.32300273,-76.0605,6.821022
0.824594,0.7695599,-58.987938,11.539154
0.6791503,0.5979926,-138.37024,10.123634
0.7038248,0.40028438,-27.554588,4.583359
0.65113556,0.76030463,-125.17518,9.139595
0.7628706,0.8283215,-72.18732,4.731579
0.83065844,0.45927823,-68.672844,9.719372
0.78930706,0.7450031,-47.270355,10.649357
0.7639648,0.6875039,-95.62064,9.341888
0.79494214,0.699632,-104.732025,10.622406
0.73287416,0.51886165,-26.66158,8.964367
0.81319946,0.11906159,-80.8004,7.023258
0.75461084,0.5928725,-117.39067,9.692249
0.7275239,0.41030678,-115.98036,5.311241
0.6916959,0.37174943,-46.763336,3.0059814
0.78367937,0.48435953,-121.6095,8.681393
0.67215425,0.8000097,-115.696175,10.137253
0.6677728,0.49956906,-99.65565,2.534256
0.7787043,0.43330905,-54.556107,6.133461
0.7641891,0.64010376,-66.66687,5.6482315
0.78671736,0.24742122,-85.76253,7.441139
0.6973561,0.669041,-36.75358,4.2058945
0.8350127,0.69264454,-58.73142,9.975433
0.7282327,0.6015688,-119.45474,7.818527
0.81015515,0.7011458,-55.55689,9.166622
0.6088066,0.58566904,-101.81363,1.415329
0.66080576,0.38545555,-112.85103,2.817459
0.75373846,0.86850286,-76.76656,8.775654
0.84254324,0.6268881,-51.527847,8.96431
0.730378,0.5941339,-119.6568,9.934959
0.69754887,0.88910604,-75.57122,8.492565
0.69827735,0.28434685,-105.92619,3.7610626
0.817569,0.17716604,-118.77566,8.627396
0.65,0.59,-26.1,8.128643
0.7385322,0.6144019,-108.54243,9.139709
0.8148862,0.7191044,-47.187687,10.82468
0.68458986,0.5851046,-48.54003,1.8873215
0.763,0.192,-42.9,4.677696
0.764,0.7,-93.3,10.689793
0.72671497,0.6131201,-90.2189,5.98526
0.70717615,0.48005688,-19.990917,7.7646255
0.6951986,0.48330566,-16.828373,9.39579
0.6417078,0.6810471,-137.74994,8.600311
0.6774713,0.70900977,-54.007202,2.6016235
0.7194473,0.6173196,-117.36097,8.034248
0.67022926,0.79519147,-121.41841,9.503632
0.8114985,0.6498236,-44.10897,8.883495
0.718,0.5,-21.2,10.541515
0.7995908,0.62711465,-40.965332,9.261036
0.6045183,0.75963616,-127.28966,4.974289
0.78787124,0.79891515,-40.681255,10.002289
0.6659438,0.9024474,-105.65221,10.595493
0.73044956,0.1681449,-24.98044,3.7204933
0.80318516,0.23223191,-117.80427,7.387142
0.70972306,0.6400647,-115.41359,9.827137
0.8283098,0.18207775,-111.88002,10.662956
0.7332126,0.50199765,-24.768742,10.716858
0.7838498,0.39215124,-46.8839,6.591797
0.8178547,0.17651553,-119.08134,9.193573
0.65,0.99,-90.4,8.195953
0.82687795,0.5409039,-86.52095,8.883457
0.77579415,0.62339973,-106.49419,8.681297
0.7688954,0.56984854,-33.037888,8.640842
0.715,0.45,-13.7,9.112587
0.6819576,0.7279038,-97.80859,5.877342
0.802152,0.7117924,-46.278316,8.721752
0.753013,0.5499783,-126.23376,11.404266
0.7924462,0.6137855,-39.120148,9.422722
0.703755,0.39862245,-27.712162,4.7989655
0.79224753,0.7367907,-45.600426,8.991318
0.7359445,0.6682695,-113.57255,8.681316
0.7325123,0.55760384,-47.863625,3.8149261
0.75754017,0.18240339,-58.05921,5.14946
0.723,0.663,-115.5,10.568428
0.7895715,0.41404158,-121.38503,9.085712
0.748017,0.68128157,-95.996895,8.007355
0.790962,0.3990853,-121.36076,9.355316
0.764,0.7,-93.3,10.312405
0.78200465,0.42631835,-119.307884,5.8369637
0.7454108,0.21659166,-110.38111,4.1789246
0.6892585,0.28456706,-89.67264,2.6556015
0.7125506,0.867115,-65.023155,7.535553
0.77,0.0023279092,-14.3236065,6.7535973
0.72440755,0.6951424,-105.8989,10.164108
0.8303982,0.44286045,-51.98391,10.528088
0.669,0.857,-68.9,5.324707
0.77980185,0.55697453,-106.116585,9.530563
0.78557473,0.25002325,-84.53982,7.3332405
0.71527326,0.44890055,-14.441356,9.463062
0.715,0.45,-13.7,8.748703
0.7593082,0.655741,-95.98634,9.490089
0.75172347,0.4623104,-122.71659,8.681278
0.805,0.34,-12.2,12.240086
0.7035932,0.66625285,-121.71812,9.7597885
0.8042167,0.7517326,-50.725266,8.789253
0.65138537,0.5393136,-25.2468,6.740074
0.8105203,0.581982,-29.709736,8.762188
0.76293814,0.6422024,-99.30148,11.21563
0.7860665,0.3890939,-123.17866,5.8773994
0.831,0.168,-115.3,8.910408
0.8133441,0.64496964,-49.547443,8.816071
0.7263902,0.4085424,-115.38345,4.6912193
0.6364919,0.42129895,-32.103153,1.4962959
0.8099582,0.46896672,-66.92408,7.5759125
0.67677224,0.6031902,-138.96098,8.317337
0.643343,0.085501924,-38.433254,1.765976
0.77655953,0.62970275,-48.63829,6.227951
0.71413404,0.36000603,-68.27165,2.6420784
0.6602158,0.6527101,-27.786894,8.869972
0.71725404,0.751932,-65.02007,6.1603928
0.775,0.658,-91.9,7.454548
0.77691925,0.7764222,-44.52572,9.193573
0.69483936,0.57075787,-90.25676,4.3945312
0.7525797,0.595358,-116.73508,9.692287
0.76399136,0.6968713,-94.15248,9.665318
0.76567435,0.5963599,-106.87399,9.36882
0.76267606,0.6449657,-28.276047,10.501156
0.72912,0.24695317,-47.981194,4.5697594
0.78778154,0.44455922,-121.53063,8.16906
0.7402056,0.6532079,-94.61539,6.848011
0.7832091,0.655926,-42.207047,7.265892
0.7824092,0.33838597,-24.616554,8.074589
0.6710881,0.012318424,-32.758213,2.0355415
0.7764476,0.7770319,-44.509182,7.6029205
0.81738746,0.1533103,-62.161804,6.9019127
0.67930627,0.47156245,-13.781405,8.573437
0.8619287,0.5075631,-49.43805,8.802567
0.8090242,0.51739264,-87.88197,7.670269
0.7660091,0.09563556,-91.46406,5.2303314
0.775,0.0,-107.3,6.551399
0.7677492,0.47157648,-102.94155,9.746304
0.79156166,0.6249836,-34.41858,8.816109
0.74161,0.50664943,-103.286736,6.1066055
0.7328207,0.7275943,-45.964283,5.8773613
0.7569018,0.5875089,-117.86541,10.595474
0.7284348,0.6302455,-120.810905,9.180069
0.71442324,0.6161487,-118.72792,8.142166
0.82010955,0.37180176,-81.6573,7.27932
0.7639682,0.5251258,-105.02572,10.635948
0.6919889,0.5755568,-134.66739,9.28791
0.8005111,0.45797062,-22.956871,9.328365
0.66440976,0.5806054,-124.14364,3.4914207
0.79408574,0.15371834,-77.963,6.9288445
0.79081494,0.5037251,-98.853226,9.28793
0.82109815,0.41832936,-58.17817,9.126091
0.643097,0.86209834,-101.60219,9.2609215
0.75825,0.82676566,-79.2893,10.083179
0.71619236,0.49818003,-20.437508,8.249931
0.764,0.7,-93.3,9.40918
0.7512299,0.59711087,-116.689865,9.368839
0.697,0.94,-76.0,10.487633
0.7178634,0.16239719,-121.75675,3.9361382
0.766,0.57,-126.1,6.9424057
0.865,0.556,-30.0,13.925114
0.78661674,0.44582367,-121.4366,10.676384
0.77967066,0.5481788,-38.88399,6.5649223
0.75792986,0.5188644,-122.89389,10.541592
0.67855495,0.84393954,-108.58731,9.301357
0.75752455,0.29032338,-47.2231,5.5538177
0.80218154,0.7399881,-53.877007,8.910446
0.7232182,0.61628234,-119.8345,8.89698
0.8287863,0.18109162,-112.80078,9.382324
0.6149941,0.69967604,-47.033207,1.4019108
0.666,0.495,-99.2,3.599186
0.7631156,0.43227336,-116.045044,6.7132187
0.805,0.34,-12.2,16.189823
0.7553876,0.87177026,-99.02229,9.314861
0.69840264,0.8878545,-74.970924,8.047638
0.75260293,0.5575695,-90.92964,6.3088036
0.7026268,0.6641342,-125.310875,7.5893593
0.7045009,0.8789151,-70.68309,7.993717
0.697,0.94,-76.0,10.811157
0.71270585,0.691545,-110.08441,8.869991
0.70788246,0.49694374,-18.446669,8.937416
0.78400964,0.4738667,-121.4821,10.447197
0.72216874,0.6204163,-111.958244,6.7671204
0.65931314,0.70434576,-112.90902,8.142071
0.66301596,0.8275913,-113.312195,10.420322
0.6489521,0.66521335,-137.36595,9.274387
0.753,0.55,-126.5,10.096722
0.78484434,0.7486394,-47.419163,8.600388
0.649,0.825,-110.0,8.074665
0.8046309,0.34984797,-12.811186,8.519592
0.8322521,0.6326137,-56.388836,8.789139
0.75711036,0.82824796,-43.12033,10.662975
0.6815989,0.6215802,-95.36963,3.6396408
0.6827995,0.2859903,-29.408363,1.5906334
0.7367568,0.5465169,-120.89929,8.654385
0.7639322,0.67740095,-96.94673,10.096722
0.68490535,0.48859042,-123.42074,5.8773994
0.65129256,0.80233526,-113.619675,10.069752
0.74292046,0.6830515,-66.60139,5.9851837
0.716,0.7,-111.3,10.51466
0.7,0.9,-79.3,9.840565
0.6450093,0.7329646,-24.706848,11.256008
0.79112315,0.6113171,-38.77845,8.465595
0.83335555,0.6930224,-58.524384,8.802681
0.723,0.663,-115.5,10.635967
0.7022014,0.43381292,-59.879356,2.8443336
0.830529,0.17146468,-114.64231,10.865135
0.721,0.48,-20.6,9.314861
0.74588066,0.60617447,-119.26701,8.721733
0.69366276,0.59590155,-137.93254,10.042896
0.8061727,0.09969415,-101.9382,9.0182495
0.753,0.55,-126.5,9.233952
0.7257038,0.4890059,-22.103481,9.382248
0.74904764,0.66824394,-62.909904,6.2817574
0.69553846,0.48294866,-108.20091,4.5428276
0.829,0.3,-25.4,10.999832
0.8198631,0.47416705,-62.005676,9.827137
0.7177326,0.49975947,-21.098335,9.544048
0.60837144,0.003995417,-33.063236,1.482811
0.7823851,0.47675025,-118.1873,10.002365
0.8234028,0.42680252,-58.628662,9.422646
0.82251817,0.23791413,-65.93106,10.312481
0.76621765,0.110382795,-65.09051,5.8504677
0.7805609,0.63419706,-98.99262,10.285473
0.8059416,0.6389628,-42.60549,9.058723
0.8147749,0.17583898,-63.750576,8.721752
0.72817636,0.49338832,-23.74364,8.843021
0.6771226,0.8081949,-110.84709,8.869896
0.8223884,0.2959425,-66.35634,10.056324
0.69277287,0.48308244,-13.021372,10.595493
0.7625342,0.8136148,-43.517143,8.559952
0.7799883,0.61403894,-85.57567,7.7646637
0.76364154,0.13288924,-62.893227,4.8259926
0.7045619,0.87882566,-70.64021,8.303871
0.7887191,0.4147029,-121.57916,9.166641
0.761,0.575,-30.2,8.613834
0.8095201,0.518028,-87.84519,7.7645874
0.76394075,0.6809107,-97.94129,9.813728
0.71309525,0.68881434,-111.45308,10.420227
0.81818,0.48768383,-61.86194,8.263454
0.80980504,0.14365378,-93.85786,7.751198
0.8272971,0.6354765,-58.54928,8.681316
0.7557815,0.5877905,-115.67257,9.2339325
0.764,0.7,-93.3,1.4828777
0.80637157,0.2088886,-118.03471,7.050209
0.6561567,0.5784589,-24.318075,9.112606
0.7430078,0.6074437,-112.03948,9.422703
0.7420424,0.6624148,-120.485435,10.204639
0.68104994,0.6757729,-54.760746,3.1813812
0.7286402,0.49104264,-133.14204,7.481632
0.7294084,0.74212474,-103.24105,8.924007
0.62080556,0.9184791,-80.92127,5.1494217
0.7808187,0.63358873,-97.95828,9.20702
0.8517264,0.42892435,-69.98442,10.245094
0.65,0.55,-20.3,9.638367
0.7265824,0.89239085,-68.94742,8.910446
0.7974398,0.07243174,-59.253456,9.004917
0.76081896,0.4331456,-115.72464,6.5515137
0.76628447,0.8023939,-72.61703,9.961929
0.7,0.9,-79.3,7.670307
0.7904891,0.6814814,-105.15159,10.325909
0.7436625,0.6004332,-111.89568,9.085751
0.8018205,0.56014633,-45.200424,8.964462
0.8085283,0.51612175,-87.95554,7.441101
0.86916965,0.54603434,-44.74205,9.40918
0.8140211,0.19467834,-84.64343,10.204563
0.81662476,0.6414224,-63.410267,7.858982
0.82277185,0.6393496,-50.08756,8.276882
0.7464034,0.7838015,-74.841125,10.096645
0.7799722,0.5154233,-121.6914,9.652004
0.865,0.556,-30.0,10.474129
0.697763,0.96455324,-76.21987,10.905495
0.799888,0.5002083,-47.359764,8.654366
0.65896225,0.80046046,-104.33929,7.3197746
0.7350918,0.7188344,-74.588974,4.084587
0.69256395,0.44045752,-81.22815,2.6421356
0.775,0.438,-123.9,11.134605
0.7071203,0.47872734,-20.11698,7.872505
0.81854767,0.20789406,-122.97301,7.8455353
0.6525512,0.89632076,-120.050545,10.271969
0.7944293,0.6233996,-31.040184,9.51704
0.753,0.55,-126.5,8.775597
0.665,0.79,-120.0,14.262104
0.72885996,0.6297629,-117.751526,9.355412
0.7517618,0.4791538,-50.76123,5.0011444
0.7361362,0.6628448,-113.57256,11.107769
0.812557,0.6513046,-44.31399,8.708324
0.6807159,0.5957887,-135.6823,7.090626
0.6517252,0.710986,-123.74542,6.0661507
0.6883523,0.48152962,-13.0495205,10.582066
0.74422836,0.7829929,-80.657974,8.613892
0.74346995,0.43655786,-27.2141,7.1714783
0.558,0.398,-49.8,8.58696
0.81,0.352,-40.7,8.775711
0.831,0.168,-115.3,8.991394
0.7375054,0.37575313,-37.505753,5.594368
0.7781166,0.71210307,-51.62323,7.522011
0.7300117,0.6329261,-120.74581,10.069733
0.640088,0.8737883,-101.083084,7.656822
0.75845665,0.6039337,-103.96425,8.896923
0.6556453,0.7467514,-111.886604,6.9153404
0.74774337,0.79653674,-87.8435,9.35524
0.67473686,0.74387646,-121.88457,8.829536
0.81804264,0.19922066,-75.854294,9.813614
0.77562094,0.409712,-18.454758,8.600407
0.72828674,0.69254845,-102.83828,8.357754
0.58637846,0.46914124,-57.191208,1.4154053
0.737771,0.099961214,-34.85998,4.2598534
0.80681014,0.5407432,-53.578156,7.629776
0.70116407,0.4875763,-17.946695,8.869953
0.69453573,0.48282036,-16.70129,9.139538
0.753,0.55,-126.5,11.741295
0.656,0.827,-99.0,1.4559364
0.6590029,0.91305345,-89.27133,9.544048
0.61704665,0.28195265,-73.25754,1.6715431
0.722,0.553,-70.9,2.0085144
0.7639594,0.6851304,-96.23633,10.245018
0.697,0.92,-76.0,9.247494
0.6625815,0.8159114,-105.29241,6.8614388
0.69924253,0.7408978,-110.90897,8.627396
0.6784074,0.9961476,-48.451378,9.234047
0.697,0.962,-76.0,1.4828873
0.714137,0.6994269,-89.60695,6.2682533
0.75263894,0.36622858,-82.9071,5.2033234
0.78475356,0.3398491,-37.7637,7.535515
0.63841766,0.688405,-114.44406,6.9692993
0.7329384,0.50335467,-25.725502,9.0047455
0.789574,0.2409161,-88.8193,9.139595
0.76791614,0.4375065,-94.18462,6.955776
0.7377716,0.5014339,-77.45487,4.5563507
0.80953264,0.40591353,-123.73475,8.951035
0.7429879,0.5085217,-112.55971,7.077141
0.7356508,0.88312227,-41.63227,8.169022
0.75160927,0.34109318,-99.77157,5.75613
0.7167623,0.69933933,-110.759895,8.020782
0.8265348,0.63569677,-58.729313,8.57336
0.8019053,0.42308488,-21.490025,9.476585
0.7917305,0.50505835,-99.98888,8.964386
0.7184169,0.40097064,-54.68374,3.046589
0.715,0.45,-13.7,10.82468
0.7671042,0.56619287,-104.33603,8.357773
0.8322872,0.13195111,-135.34532,8.694744
0.736,0.666,-116.2,8.8700485
0.78573173,0.5505843,-26.206839,11.485176
0.70487636,0.63685614,-94.57943,6.403122
0.8285861,0.18288033,-110.696175,8.843021
0.79506767,0.24586113,-114.909775,6.9557953
0.6069288,0.550555,-55.63521,1.442337
0.8023072,0.4104187,-122.29293,8.775711
0.829097,0.18035367,-113.1954,9.36882
0.81507176,0.16380735,-130.49802,7.7241325
0.665,0.79,-120.0,9.678841
0.6603104,0.6412717,-31.625612,3.2351685
0.8011007,0.68008727,-47.138084,7.5624084
0.63277364,0.7064218,-123.461266,6.982727
0.708,0.5,-18.1,8.816071
0.83637005,0.4313879,-63.645145,9.36882
0.6181418,0.83071434,-129.55878,6.012192
0.83001196,0.13537844,-134.8724,9.409256
0.78166616,0.54988086,-114.31812,8.923931
0.7464513,0.60514027,-119.38005,10.150642
0.73785484,0.76630783,-96.39769,10.447273
0.6704007,0.748942,-38.16598,4.286785
0.7440815,0.64039403,-110.98624,8.77573
0.7297547,0.4886067,-133.08298,7.238846
0.8155778,0.21430318,-81.09943,9.624901
0.84801966,0.4097708,-68.344955,8.8700485
0.6633588,0.83256006,-100.83412,6.874981
0.7481493,0.6689768,-106.1935,8.735256
0.6908668,0.7823678,-116.78482,11.714382
0.7862368,0.49839222,-94.310646,8.694744
0.7626495,0.59089077,-30.9375,7.0770454
0.67961425,0.612023,-52.069138,2.237835
0.655,0.713,-60.9,5.7021713
0.78782636,0.41900352,-121.503334,10.056248
0.73466855,0.579264,-120.06091,8.155594
0.7214259,0.6114852,-116.1242,9.3014145
0.734321,0.53920096,-122.98061,7.238865
0.697,0.94,-76.0,9.69244
0.79695237,0.65322876,-46.126747,8.479023
0.724,0.592,-38.0,4.8529243
0.6741562,0.8398225,-106.42819,10.85165
0.81,0.312,-128.8,8.627415
0.692661,0.49924543,-118.933846,4.246311
0.7854121,0.8191359,-68.90683,8.829536
0.78075975,0.1361118,-97.540115,6.5649986
0.69862217,0.6387357,-111.56233,7.050209
0.7268821,0.49102485,-22.718542,8.950806
0.67881835,0.4154778,-113.262474,3.5048485
0.73627555,0.4994012,-67.38707,4.6777153
0.6734664,0.8400541,-107.50775,9.153175
0.7185269,0.8584438,-60.86396,8.142071
0.73408383,0.37708408,-39.052734,4.286747
0.65,0.55,-20.3,9.463253
0.7270367,0.6604324,-106.2862,8.29031
0.7394239,0.87336683,-41.896816,9.705753
0.65006304,0.958123,-89.44919,7.454548
0.70399237,0.404273,-27.176403,5.122509
0.6168045,0.8489663,-87.26566,3.626194
0.7,0.9,-79.3,9.153137
0.7412094,0.36353156,-42.201008,5.189972
0.7636031,0.56046873,-31.739426,7.252388
0.6,0.52045614,-102.12919,1.8063354
0.7967411,0.5637548,-28.946491,8.721752
0.798,0.0,-119.8,7.3197556
0.69267106,0.5843473,-135.5139,9.476681
0.74668217,0.5376283,-121.19243,9.112606
0.8065659,0.33636597,-25.883102,9.840565
